Section,Class,Subclass,Section_desc,Class_desc,Subclass_desc,labels_desc,words_num
D,D21,D21B,textiles; paper,paper-making; production of cellulose,fibrous raw materials or their mechanical treatment,textiles paper paper making production of cellulose fibrous raw materials or their mechanical treatment,14
D,D21,D21C,textiles; paper,paper-making; production of cellulose,production of cellulose by removing non-cellulose substances from cellulose-containing materials; regeneration of pulping liquors; apparatus therefor,textiles paper paper making production of cellulose production of cellulose by removing non cellulose substances from cellulose containing materials regeneration of pulping liquors apparatus therefor,25
D,D21,D21D,textiles; paper,paper-making; production of cellulose,treatment of the materials before passing to the paper-making machine,textiles paper paper making production of cellulose treatment of the materials before passing to the paper making machine,18
D,D21,D21F,textiles; paper,paper-making; production of cellulose,paper-making machines; methods of producing paper thereon,textiles paper paper making production of cellulose paper making machines methods of producing paper thereon,15
D,D21,D21G,textiles; paper,paper-making; production of cellulose,"calenders; accessories for paper-making machines (winders or rewinders for finished products, means for adjustment of wrinkles or lateral extensions b65h)",textiles paper paper making production of cellulose calenders accessories for paper making machines winders or rewinders for finished products means for adjustment of wrinkles or lateral extensions b65h,28
D,D21,D21H,textiles; paper,paper-making; production of cellulose,pulp compositions; preparation thereof not covered by subclasses d21c or d21d; impregnating or coating of paper; treatment of finished paper not covered by class b31 or subclass d21g; paper not otherwise provided for,textiles paper paper making production of cellulose pulp compositions preparation thereof not covered by subclasses d21c or d21d impregnating or coating of paper treatment of finished paper not covered by class b31 or subclass d21 g paper not otherwise provided for,41
D,D21,D21J,textiles; paper,paper-making; production of cellulose,fibreboard; manufacture of articles from cellulosic fibrous suspensions or from papier-mache (manufacture of articles by dry processes b27n),textiles paper paper making production of cellulose fibreboard manufacture of articles from cellulosic fibrous suspensions or from papier mache manufacture of articles by dry processes b27n,26
D,D99,D99Z,textiles; paper,subject matter not otherwise provided for in this section,subject matter not otherwise provided for in this section,textiles paper subject matter not otherwise provided for in this section subject matter not otherwise provided for in this section,20
E,E01,E01B,fixed constructions,"construction of roads, railways, or bridges","permanent way; permanent-way tools; machines for making railways of all kinds (derailing or rerailing blocks on track, track brakes or retarders b61k)",fixed constructions construction of roads railways or bridges permanent way permanent way tools machines for making railways of all kinds derailing or rerailing blocks on track track brakes or retarders b61k,31
E,E01,E01C,fixed constructions,"construction of roads, railways, or bridges","construction of, or surfaces for, roads, sports grounds, or the like; machines or auxiliary tools for construction or repair (forming roads or like surfaces by compacting or grading snow or ice e01h)",fixed constructions construction of roads railways or bridges construction of or surfaces for roads sports grounds or the like machines or auxiliary tools for construction or repair forming roads or like surfaces by compacting or grading snow or ice e01h,40
E,E01,E01D,fixed constructions,"construction of roads, railways, or bridges","construction of bridges, {elevated roadways} or viaducts; assembly of bridges (bridges extending between terminal buildings and aircraft for embarking or disembarking passengers b64f1/305; {tracks for special kinds of railways e01b25/00; culverts e01f5/005})",fixed constructions construction of roads railways or bridges construction of bridges elevated roadways or viaducts assembly of bridges bridges extending between terminal buildings and aircraft for embarking or disembarking passengers b64f1 305 tracks for special kinds of railways e01b25 00 culverts e01f5 005,43
E,E01,E01F,fixed constructions,"construction of roads, railways, or bridges","additional work, such as equipping roads or the construction of platforms, helicopter landing stages, signs, snow fences, or the like",fixed constructions construction of roads railways or bridges additional work such as equipping roads or the construction of platforms helicopter landing stages signs snow fences or the like,28
E,E01,E01H,fixed constructions,"construction of roads, railways, or bridges",street cleaning; cleaning of permanent ways; cleaning beaches; dispersing {or preventing} fog in general {cleaning street or railway furniture or tunnel walls}(cleaning in general b08b),fixed constructions construction of roads railways or bridges street cleaning cleaning of permanent ways cleaning beaches dispersing or preventing fog in general cleaning street or railway furniture or tunnel walls cleaning in general b08b,34
E,E02,E02B,fixed constructions,hydraulic engineering; foundations; soil shifting,hydraulic engineering (ship-lifting e02c; dredging e02f),fixed constructions hydraulic engineering foundations soil shifting hydraulic engineering ship lifting e02c dredging e02f,14
E,E02,E02C,fixed constructions,hydraulic engineering; foundations; soil shifting,ship-lifting devices or mechanisms,fixed constructions hydraulic engineering foundations soil shifting ship lifting devices or mechanisms,12
E,E02,E02D,fixed constructions,hydraulic engineering; foundations; soil shifting,"foundations; excavations; embankments (specially adapted for hydraulic engineering e02b); underground or underwater structures {(tunnels, tunnelling, mining e21)}",fixed constructions hydraulic engineering foundations soil shifting foundations excavations embankments specially adapted for hydraulic engineering e02b underground or underwater structures tunnels tunnelling mining e21,24
E,E02,E02F,fixed constructions,hydraulic engineering; foundations; soil shifting,dredging; soil-shifting (winning peat e21c49/00),fixed constructions hydraulic engineering foundations soil shifting dredging soil shifting winning peat e21c49 00,14
E,E03,E03B,fixed constructions,water supply; sewerage,"installations or methods for obtaining, collecting, or distributing water (drilling wells, obtaining fluids in general from wells e21b; pipe-line systems in general f17d)",fixed constructions water supply sewerage installations or methods for obtaining collecting or distributing water drilling wells obtaining fluids in general from wells e21b pipe line systems in general f17d,29
E,E03,E03C,fixed constructions,water supply; sewerage,"domestic plumbing installations for fresh water or waste water (not connected to either water-supply main or to waste pipe a47k; devices of the kind used in the ground e03b, e03f); sinks",fixed constructions water supply sewerage domestic plumbing installations for fresh water or waste water not connected to either water supply main or to waste pipe a47k devices of the kind used in the ground e03b e03f sinks,37
E,E03,E03D,fixed constructions,water supply; sewerage,water-closets or urinals with flushing devices; flushing valves therefor,fixed constructions water supply sewerage water closets or urinals with flushing devices flushing valves therefor,15
E,E03,E03F,fixed constructions,water supply; sewerage,sewers; cesspools,fixed constructions water supply sewerage sewers cesspools,7
E,E04,E04B,fixed constructions,building,"general building constructions; walls, e.g. partitions; roofs; floors; ceilings; insulation or other protection of buildings (border constructions of opening in walls, floors or ceilings e06b1/00; {electromagnetic shielding h05k9/0001})",fixed constructions building general building constructions walls e g partitions roofs floors ceilings insulation or other protection of buildings border constructions of opening in walls floors or ceilings e06b1 00 electromagnetic shielding h05k9 0001,34
E,E04,E04C,fixed constructions,building,"structural elements; building materials (for bridges e01d; specially designed for insulation or other protection e04b; elements used as building aids e04g; for mining e21; for tunnels e21d; structural elements with broader range of application than for building engineering f16, particularly f16s)",fixed constructions building structural elements building materials for bridges e01d specially designed for insulation or other protection e04b elements used as building aids e04 g for mining e21 for tunnels e21d structural elements with broader range of application than for building engineering f16 particularly f16s,45
E,E04,E04D,fixed constructions,building,roof coverings; sky-lights; gutters; roof-working tools (coverings of outer walls by plaster or other porous material e04f13/00),fixed constructions building roof coverings sky lights gutters roof working tools coverings of outer walls by plaster or other porous material e04f13 00,23
E,E04,E04F,fixed constructions,building,"finishing work on buildings, e.g. stairs, floors (windows, doors e06b)",fixed constructions building finishing work on buildings e g stairs floors windows doors e06b,14
E,E04,E04G,fixed constructions,building,"scaffolding; forms; shuttering; building implements or aids, or their use; handling building materials on the site; repairing, breaking-up or other work on existing buildings",fixed constructions building scaffolding forms shuttering building implements or aids or their use handling building materials on the site repairing breaking up or other work on existing buildings,28
E,E04,E04H,fixed constructions,building,"buildings or like structures for particular purposes; swimming or splash baths or pools; masts; fencing; tents or canopies, in general (foundations e02d)",fixed constructions building buildings or like structures for particular purposes swimming or splash baths or pools masts fencing tents or canopies in general foundations e02d,25
E,E05,E05B,fixed constructions,locks; keys; window or door fittings; safes,locks; accessories therefor; handcuffs,fixed constructions locks keys window or door fittings safes locks accessories therefor handcuffs,13
E,E05,E05C,fixed constructions,locks; keys; window or door fittings; safes,"bolts or fastening devices for wings, specially for doors or windows (latching means for sideboard or tailgate structures for vehicles b62d, {b62d33/02}; fastening devices for constructional or engineering elements e04, f16b; locks, fastening devices structurally or operatively combined or having significant cooperation with locks e05b; means for operating or controlling wing fasteners in conjunction with mechanisms for moving the wing e05f)",fixed constructions locks keys window or door fittings safes bolts or fastening devices for wings specially for doors or windows latching means for sideboard or tailgate structures for vehicles b62d b62d33 02 fastening devices for constructional or engineering elements e04 f16b locks fastening devices structurally or operatively combined or having significant cooperation with locks e05b means for operating or controlling wing fasteners in conjunction with mechanisms for moving the wing e05f,71
E,E05,E05D,fixed constructions,locks; keys; window or door fittings; safes,"hinges or suspension devices for doors, windows or wings (pivotal connections in general f16c11/00)",fixed constructions locks keys window or door fittings safes hinges or suspension devices for doors windows or wings pivotal connections in general f16c11 00,24
E,E05,E05F,fixed constructions,locks; keys; window or door fittings; safes,"devices for moving wings into open or closed position; checks for wings; wing fittings not otherwise provided for, concerned with the functioning of the wing",fixed constructions locks keys window or door fittings safes devices for moving wings into open or closed position checks for wings wing fittings not otherwise provided for concerned with the functioning of the wing,34
E,E05,E05G,fixed constructions,locks; keys; window or door fittings; safes,"safes or strong-rooms for valuables; bank protection devices; safety transaction partitions ({devices to prevent theft of bags, trunks or baskets a45c13/18;} alarm arrangements per se g08b)",fixed constructions locks keys window or door fittings safes safes or strong rooms for valuables bank protection devices safety transaction partitions devices to prevent theft of bags trunks or baskets a45c13 18 alarm arrangements per se g08b,37
E,E05,E05Y,fixed constructions,locks; keys; window or door fittings; safes,"indexing scheme relating to hinges or other suspension devices for doors, windows or wings and devices for moving wings into open or closed position, checks for wings and wing fittings not otherwise provided for, concerned with the functioning of the wing",fixed constructions locks keys window or door fittings safes indexing scheme relating to hinges or other suspension devices for doors windows or wings and devices for moving wings into open or closed position checks for wings and wing fittings not otherwise provided for concerned with the functioning of the wing,50
E,E06,E06B,fixed constructions,"doors, windows, shutters, or roller blinds in general; ladders","fixed or movable closures for openings in buildings, vehicles, fences or like enclosures in general, e.g. doors, windows, blinds, gates (shades or blinds for greenhouses a01g9/22; curtains a47h; lids for car boots or bonnets b62d25/10; skylights e04b7/18; sunshades, awnings e04f10/00)",fixed constructions doors windows shutters or roller blinds in general ladders fixed or movable closures for openings in buildings vehicles fences or like enclosures in general e g doors windows blinds gates shades or blinds for greenhouses a01g9 22 curtains a47h lids for car boots or bonnets b62d25 10 skylights e04b7 18 sunshades awnings e04f10 00,56
E,E06,E06C,fixed constructions,"doors, windows, shutters, or roller blinds in general; ladders","ladders (e04f11/00 takes precedence; step-stools a47c12/00; adaptation of ladders to use on ships b63b, to use on aircraft b64; scaffolding e04g)",fixed constructions doors windows shutters or roller blinds in general ladders ladders e04f11 00 takes precedence step stools a47c12 00 adaptation of ladders to use on ships b63b to use on aircraft b64 scaffolding e04 g,36
E,E21,E21B,fixed constructions,earth drilling; mining,"earth drilling, e.g. deep drilling (mining, quarrying e21c; making shafts, driving galleries or tunnels e21d); obtaining oil, gas, water, soluble or meltable materials or a slurry of minerals from wells",fixed constructions earth drilling mining earth drilling e g deep drilling mining quarrying e21c making shafts driving galleries or tunnels e21d obtaining oil gas water soluble or meltable materials or a slurry of minerals from wells,36
E,E21,E21C,fixed constructions,earth drilling; mining,mining or quarrying,fixed constructions earth drilling mining mining or quarrying,8
E,E21,E21D,fixed constructions,earth drilling; mining,"shafts; tunnels; galleries; large underground chambers (soil-conditioning or soil-stabilising materials c09k17/00; drilling or cutting machines for mining or quarrying e21c; safety devices, transport, rescue, ventilation or drainage e21f)",fixed constructions earth drilling mining shafts tunnels galleries large underground chambers soil conditioning or soil stabilising materials c09k17 00 drilling or cutting machines for mining or quarrying e21c safety devices transport rescue ventilation or drainage e21f,36
E,E21,E21F,fixed constructions,earth drilling; mining,"safety devices, transport, filling-up, rescue, ventilation, or draining in or of mines or tunnels",fixed constructions earth drilling mining safety devices transport filling up rescue ventilation or draining in or of mines or tunnels,20
E,E99,E99Z,fixed constructions,subject matter not otherwise provided for in this section,subject matter not otherwise provided for in this section,fixed constructions subject matter not otherwise provided for in this section subject matter not otherwise provided for in this section,20
F,F01,F01B,mechanical engineering; lighting; heating; weapons; blasting,machines or engines in general; engine plants in general; steam engines,"machines or engines, in general or of positive-displacement type, e.g. steam engines (of rotary-piston or oscillating-piston type f01c; of non-positive-displacement type f01d; internal-combustion aspects of reciprocating-piston engines f02b57/00, f02b59/00; crankshafts, crossheads, connecting-rods f16c; flywheels f16f; gearings for interconverting rotary motion and reciprocating motion in general f16h; pistons, piston rods, cylinders, for engines in general f16j)",mechanical engineering lighting heating weapons blasting machines or engines in general engine plants in general steam engines machines or engines in general or of positive displacement type e g steam engines of rotary piston or oscillating piston type f01c of non positive displacement type f01d internal combustion aspects of reciprocating piston engines f02b57 00 f02b59 00 crankshafts crossheads connecting rods f16c flywheels f16f gearings for interconverting rotary motion and reciprocating motion in general f16h pistons piston rods cylinders for engines in general f16j,83
F,F01,F01C,mechanical engineering; lighting; heating; weapons; blasting,machines or engines in general; engine plants in general; steam engines,"rotary-piston or oscillating-piston machines or engines (internal-combustion aspects f02b53/00, f02b55/00)",mechanical engineering lighting heating weapons blasting machines or engines in general engine plants in general steam engines rotary piston or oscillating piston machines or engines internal combustion aspects f02b53 00 f02b55 00,32
F,F01,F01D,mechanical engineering; lighting; heating; weapons; blasting,machines or engines in general; engine plants in general; steam engines,"non-positive displacement machines or engines, e.g. steam turbines (machines or engines for liquids f03; non-positive displacement pumps f04d)",mechanical engineering lighting heating weapons blasting machines or engines in general engine plants in general steam engines non positive displacement machines or engines e g steam turbines machines or engines for liquids f03 non positive displacement pumps f04d,38
F,F01,F01K,mechanical engineering; lighting; heating; weapons; blasting,machines or engines in general; engine plants in general; steam engines,"steam engine plants; steam accumulators; engine plants not otherwise provided for; engines using special working fluids or cycles (gas-turbine or jet-propulsion plants f02; nuclear power plants, engine arrangements therein g21d)",mechanical engineering lighting heating weapons blasting machines or engines in general engine plants in general steam engines steam engine plants steam accumulators engine plants not otherwise provided for engines using special working fluids or cycles gas turbine or jet propulsion plants f02 nuclear power plants engine arrangements therein g21d,49
F,F01,F01L,mechanical engineering; lighting; heating; weapons; blasting,machines or engines in general; engine plants in general; steam engines,cyclically operating valves for machines or engines,mechanical engineering lighting heating weapons blasting machines or engines in general engine plants in general steam engines cyclically operating valves for machines or engines,24
F,F01,F01M,mechanical engineering; lighting; heating; weapons; blasting,machines or engines in general; engine plants in general; steam engines,lubricating of machines or engines in general; lubricating internal combustion engines; crankcase ventilating,mechanical engineering lighting heating weapons blasting machines or engines in general engine plants in general steam engines lubricating of machines or engines in general lubricating internal combustion engines crankcase ventilating,30
F,F01,F01N,mechanical engineering; lighting; heating; weapons; blasting,machines or engines in general; engine plants in general; steam engines,"gas-flow silencers or exhaust apparatus for machines or engines in general; gas-flow silencers or exhaust apparatus for internal combustion engines ({evacuation of fumes from the area where they are produced b08b15/00; arrangement of exhaust or silencing apparatus on percussive tools b25d17/12} ; arrangements in connection with gas exhaust of propulsion units in vehicles b60k13/00, {on ships or other waterborne vessels b63h21/32, on aircraft b64d33/04; arrangement of exhaust or silencing apparatus on firearms f41a21/30; ground installations for reducing aircraft engine or jet noise b64f1/26; silencers specially adapted for steam engines f01b31/16; air-intake silencers for gas turbine or jet propulsion plants f02c7/045; jet pipe or nozzles for jet propulsion plants f02k} ; combustion-air intake silencers specially adapted for, or arranged on, internal-combustion engines f02m35/00; {combating noise or silencing in positive displacement machines or pumps f04b39/0027, in rotary-piston machines or pumps f04c29/06, in non-positive displacement pumps f04d29/66; means in valves for absorbing noise f16k47/02; noise absorbers in pipe system f16l55/02; conducting smoke or fumes from various locations to the outside f23j11/00; means for preventing or suppressing noise in air-conditioning or ventilation systems f24f13/24} ; protecting against, or damping, noise in general g10k11/16)",mechanical engineering lighting heating weapons blasting machines or engines in general engine plants in general steam engines gas flow silencers or exhaust apparatus for machines or engines in general gas flow silencers or exhaust apparatus for internal combustion engines evacuation of fumes from the area where they are produced b08b15 00 arrangement of exhaust or silencing apparatus on percussive tools b25d17 12 arrangements in connection with gas exhaust of propulsion units in vehicles b60k13 00 on ships or other waterborne vessels b63h21 32 on aircraft b64d33 04 arrangement of exhaust or silencing apparatus on firearms f41a21 30 ground installations for reducing aircraft engine or jet noise b64f1 26 silencers specially adapted for steam engines f01b31 16 air intake silencers for gas turbine or jet propulsion plants f02c7 045 jet pipe or nozzles for jet propulsion plants f02k combustion air intake silencers specially adapted for or arranged on internal combustion engines f02m35 00 combating noise or silencing in positive displacement machines or pumps f04b39 0027 in rotary piston machines or pumps f04c29 06 in non positive displacement pumps f04d29 66 means in valves for absorbing noise f16k47 02 noise absorbers in pipe system f16l55 02 conducting smoke or fumes from various locations to the outside f23j11 00 means for preventing or suppressing noise in air conditioning or ventilation systems f24f13 24 protecting against or damping noise in general g10k11 16,229
F,F01,F01P,mechanical engineering; lighting; heating; weapons; blasting,machines or engines in general; engine plants in general; steam engines,"cooling of machines or engines in general; cooling of internal-combustion engines (arrangements in connection with cooling of propulsion units in vehicles b60k11/00; heat-transfer, heat-exchange or heat-storage materials c09k5/00; {cooling of gas-turbine engines f02c7/12}; heat exchange in general, radiators f28)",mechanical engineering lighting heating weapons blasting machines or engines in general engine plants in general steam engines cooling of machines or engines in general cooling of internal combustion engines arrangements in connection with cooling of propulsion units in vehicles b60k11 00 heat transfer heat exchange or heat storage materials c09k5 00 cooling of gas turbine engines f02c7 12 heat exchange in general radiators f28,64
F,F02,F02B,mechanical engineering; lighting; heating; weapons; blasting,combustion engines; hot-gas or combustion-product engine plants,internal-combustion piston engines; combustion engines in general (gas-turbine plants f02c; hot-gas or combustion-product positive-displacement engine plants f02g),mechanical engineering lighting heating weapons blasting combustion engines hot gas or combustion product engine plants internal combustion piston engines combustion engines in general gas turbine plants f02c hot gas or combustion product positive displacement engine plants f02 g,38
F,F02,F02C,mechanical engineering; lighting; heating; weapons; blasting,combustion engines; hot-gas or combustion-product engine plants,"gas-turbine plants; air intakes for jet-propulsion plants; controlling fuel supply in air-breathing jet-propulsion plants (construction of turbines f01d; jet-propulsion plants f02k; construction of compressors or fans f04; gas-turbine combustion chambers f23r; using gas turbines in compression refrigeration plants f25b11/00; using gas-turbine plants in vehicles, see the relevant vehicle classes)",mechanical engineering lighting heating weapons blasting combustion engines hot gas or combustion product engine plants gas turbine plants air intakes for jet propulsion plants controlling fuel supply in air breathing jet propulsion plants construction of turbines f01d jet propulsion plants f02k construction of compressors or fans f04 gas turbine combustion chambers f23r using gas turbines in compression refrigeration plants f25b11 00 using gas turbine plants in vehicles see the relevant vehicle classes,72
F,F02,F02D,mechanical engineering; lighting; heating; weapons; blasting,combustion engines; hot-gas or combustion-product engine plants,"controlling combustion engines (vehicle fittings, acting on a single sub-unit only, for automatically controlling vehicle speed b60k31/00; conjoint control of vehicle sub-units of different type or different function, road vehicle drive control systems for purposes other than the control of a single sub-unit b60w)",mechanical engineering lighting heating weapons blasting combustion engines hot gas or combustion product engine plants controlling combustion engines vehicle fittings acting on a single sub unit only for automatically controlling vehicle speed b60k31 00 conjoint control of vehicle sub units of different type or different function road vehicle drive control systems for purposes other than the control of a single sub unit b60w,63
F,F02,F02F,mechanical engineering; lighting; heating; weapons; blasting,combustion engines; hot-gas or combustion-product engine plants,"cylinders, pistons or casings, for combustion engines; arrangements of sealings in combustion engines",mechanical engineering lighting heating weapons blasting combustion engines hot gas or combustion product engine plants cylinders pistons or casings for combustion engines arrangements of sealings in combustion engines,28
F,F02,F02G,mechanical engineering; lighting; heating; weapons; blasting,combustion engines; hot-gas or combustion-product engine plants,"hot gas or combustion-product positive-displacement engine plants (steam engine plants, special vapour plants, plants operating on either hot gas or combustion-product gases together with other fluid f01k; gas-turbine plants f02c; jet-propulsion plants f02k); use of waste heat of combustion engines; not otherwise provided for",mechanical engineering lighting heating weapons blasting combustion engines hot gas or combustion product engine plants hot gas or combustion product positive displacement engine plants steam engine plants special vapour plants plants operating on either hot gas or combustion product gases together with other fluid f01k gas turbine plants f02c jet propulsion plants f02k use of waste heat of combustion engines not otherwise provided for,64
F,F02,F02K,mechanical engineering; lighting; heating; weapons; blasting,combustion engines; hot-gas or combustion-product engine plants,"jet-propulsion plants (features of jet-propulsion plants common to gas-turbine plants, air intakes or fuel supply control of air-breathing jet-propulsion plants f02c7/00, f02c9/00)",mechanical engineering lighting heating weapons blasting combustion engines hot gas or combustion product engine plants jet propulsion plants features of jet propulsion plants common to gas turbine plants air intakes or fuel supply control of air breathing jet propulsion plants f02c7 00 f02c9 00,44
F,F02,F02M,mechanical engineering; lighting; heating; weapons; blasting,combustion engines; hot-gas or combustion-product engine plants,supplying combustion engines in general with combustible mixtures or constituents thereof,mechanical engineering lighting heating weapons blasting combustion engines hot gas or combustion product engine plants supplying combustion engines in general with combustible mixtures or constituents thereof,26
F,F02,F02N,mechanical engineering; lighting; heating; weapons; blasting,combustion engines; hot-gas or combustion-product engine plants,"starting of combustion engines; starting aids for such engines, not otherwise provided for",mechanical engineering lighting heating weapons blasting combustion engines hot gas or combustion product engine plants starting of combustion engines starting aids for such engines not otherwise provided for,28
F,F02,F02P,mechanical engineering; lighting; heating; weapons; blasting,combustion engines; hot-gas or combustion-product engine plants,"ignition, other than compression ignition, for internal-combustion engines; testing of ignition timing in compression-ignition engines ({anti-pollution means for internal-combustion engines f02b17/00}; specially adapted for rotary-piston or oscillating-piston engines f02b53/12; {ignition of gas turbine plants f02c7/26; ignition of jet propulsion plants f02k9/95; starting of combustion engines f02n9/00}; ignition of combustion apparatus in general, glowing plugs f23q; measuring of physical variables in general g01; controlling in general g05; data processing in general g06; electrical components in general see section h; {ignition coils h01f38/12}; sparking plugs h01t13/00)",mechanical engineering lighting heating weapons blasting combustion engines hot gas or combustion product engine plants ignition other than compression ignition for internal combustion engines testing of ignition timing in compression ignition engines anti pollution means for internal combustion engines f02b17 00 specially adapted for rotary piston or oscillating piston engines f02b53 12 ignition of gas turbine plants f02c7 26 ignition of jet propulsion plants f02k9 95 starting of combustion engines f02n9 00 ignition of combustion apparatus in general glowing plugs f23q measuring of physical variables in general g01 controlling in general g05 data processing in general g06 electrical components in general see section h ignition coils h01f38 12 sparking plugs h01t13 00,112
F,F03,F03B,mechanical engineering; lighting; heating; weapons; blasting,"machines or engines for liquids; wind, spring, or weight motors; producing mechanical power or a reactive propulsive thrust, not otherwise provided for","machines or engines for liquids (positive-displacement engines for liquid f03c; machines for liquids and gases f01; positive-displacement machines for liquids f04, rotary fluid gearing of the hydrokinetic type f16h41/00)",mechanical engineering lighting heating weapons blasting machines or engines for liquids wind spring or weight motors producing mechanical power or a reactive propulsive thrust not otherwise provided for machines or engines for liquids positive displacement engines for liquid f03c machines for liquids and gases f01 positive displacement machines for liquids f04 rotary fluid gearing of the hydrokinetic type f16h41 00,60
F,F03,F03C,mechanical engineering; lighting; heating; weapons; blasting,"machines or engines for liquids; wind, spring, or weight motors; producing mechanical power or a reactive propulsive thrust, not otherwise provided for",positive-displacement engines driven by liquids (positive- displacement engines for liquids and elastic fluids f01; positive- displacement machines for liquids f04; fluid-pressure actuators f15b; fluid gearing f16h),mechanical engineering lighting heating weapons blasting machines or engines for liquids wind spring or weight motors producing mechanical power or a reactive propulsive thrust not otherwise provided for positive displacement engines driven by liquids positive displacement engines for liquids and elastic fluids f01 positive displacement machines for liquids f04 fluid pressure actuators f15b fluid gearing f16h,56
F,F03,F03D,mechanical engineering; lighting; heating; weapons; blasting,"machines or engines for liquids; wind, spring, or weight motors; producing mechanical power or a reactive propulsive thrust, not otherwise provided for",wind motors,mechanical engineering lighting heating weapons blasting machines or engines for liquids wind spring or weight motors producing mechanical power or a reactive propulsive thrust not otherwise provided for wind motors,30
F,F03,F03G,mechanical engineering; lighting; heating; weapons; blasting,"machines or engines for liquids; wind, spring, or weight motors; producing mechanical power or a reactive propulsive thrust, not otherwise provided for","spring, weight, inertia or like motors; mechanical-power producing devices or mechanisms, not otherwise provided for or using energy sources not otherwise provided for (arrangements in connection with power supply in vehicles from force of nature b60k16/00; electric propulsion with power supply in vehicles from force of nature b60l8/00)",mechanical engineering lighting heating weapons blasting machines or engines for liquids wind spring or weight motors producing mechanical power or a reactive propulsive thrust not otherwise provided for spring weight inertia or like motors mechanical power producing devices or mechanisms not otherwise provided for or using energy sources not otherwise provided for arrangements in connection with power supply in vehicles from force of nature b60k16 00 electric propulsion with power supply in vehicles from force of nature b60l8 00,79
F,F03,F03H,mechanical engineering; lighting; heating; weapons; blasting,"machines or engines for liquids; wind, spring, or weight motors; producing mechanical power or a reactive propulsive thrust, not otherwise provided for","producing a reactive propulsive thrust, not otherwise provided for (from combustion products f02k)",mechanical engineering lighting heating weapons blasting machines or engines for liquids wind spring or weight motors producing mechanical power or a reactive propulsive thrust not otherwise provided for producing a reactive propulsive thrust not otherwise provided for from combustion products f02k,41
F,F04,F04B,mechanical engineering; lighting; heating; weapons; blasting,positive - displacement machines for liquids; pumps for liquids or elastic fluids,"positive-displacement machines for liquids; pumps (machines for liquids, or pumps, of rotary-piston or oscillating-piston type f04c; non-positive-displacement pumps f04d; pumping of fluid by direct contact of another fluid or by using inertia of fluid to be pumped f04f)",mechanical engineering lighting heating weapons blasting positive displacement machines for liquids pumps for liquids or elastic fluids positive displacement machines for liquids pumps machines for liquids or pumps of rotary piston or oscillating piston type f04c non positive displacement pumps f04d pumping of fluid by direct contact of another fluid or by using inertia of fluid to be pumped f04f,60
F,F04,F04C,mechanical engineering; lighting; heating; weapons; blasting,positive - displacement machines for liquids; pumps for liquids or elastic fluids,"rotary-piston, or oscillating-piston, positive-displacement machines for liquids (engines f03c); rotary-piston, or oscillating-piston, positive-displacement pumps",mechanical engineering lighting heating weapons blasting positive displacement machines for liquids pumps for liquids or elastic fluids rotary piston or oscillating piston positive displacement machines for liquids engines f03c rotary piston or oscillating piston positive displacement pumps,37
F,F04,F04D,mechanical engineering; lighting; heating; weapons; blasting,positive - displacement machines for liquids; pumps for liquids or elastic fluids,non-positive-displacement pumps (engine fuel-injection pumps f02m; ion pumps h01j41/12; electrodynamic pumps h02k44/02),mechanical engineering lighting heating weapons blasting positive displacement machines for liquids pumps for liquids or elastic fluids non positive displacement pumps engine fuel injection pumps f02 m ion pumps h01j41 12 electrodynamic pumps h02k44 02,35
F,F04,F04F,mechanical engineering; lighting; heating; weapons; blasting,positive - displacement machines for liquids; pumps for liquids or elastic fluids,"pumping of fluid by direct contact of another fluid or by using inertia of fluid to be pumped {(evacuating by sorption f04b)}; siphons {(conveying materials in bulk by flows of gas, liquid of foam b65g53/00)}",mechanical engineering lighting heating weapons blasting positive displacement machines for liquids pumps for liquids or elastic fluids pumping of fluid by direct contact of another fluid or by using inertia of fluid to be pumped evacuating by sorption f04b siphons conveying materials in bulk by flows of gas liquid of foam b65g53 00,53
F,F05,F05B,mechanical engineering; lighting; heating; weapons; blasting,indexing schemes relating to engines or pumps in various subclasses of classes f01-f04,"indexing scheme relating to wind, spring, weight, inertia or like motors, to machines or engines for liquids covered by subclasses f03b, f03d and f03g",mechanical engineering lighting heating weapons blasting indexing schemes relating to engines or pumps in various subclasses of classes f01 f04 indexing scheme relating to wind spring weight inertia or like motors to machines or engines for liquids covered by subclasses f03b f03d and f03 g,45
F,F05,F05C,mechanical engineering; lighting; heating; weapons; blasting,indexing schemes relating to engines or pumps in various subclasses of classes f01-f04,"indexing scheme relating to materials, material properties or material characteristics for machines, engines or pumps other than non-positive-displacement machines or engines",mechanical engineering lighting heating weapons blasting indexing schemes relating to engines or pumps in various subclasses of classes f01 f04 indexing scheme relating to materials material properties or material characteristics for machines engines or pumps other than non positive displacement machines or engines,43
F,F05,F05D,mechanical engineering; lighting; heating; weapons; blasting,indexing schemes relating to engines or pumps in various subclasses of classes f01-f04,"indexing scheme for aspects relating to non-positive-displacement machines or engines, gas-turbines or jet-propulsion plants",mechanical engineering lighting heating weapons blasting indexing schemes relating to engines or pumps in various subclasses of classes f01 f04 indexing scheme for aspects relating to non positive displacement machines or engines gas turbines or jet propulsion plants,38
